ID	lat	lon
1312	36.25	68.75
1313	36.25	71.25
1314	36.25	73.75
1315	36.25	76.25
1316	36.25	78.75
1317	36.25	81.25
1318	36.25	83.75
1319	36.25	86.25
1320	36.25	88.75
1321	36.25	91.25
1322	36.25	93.75
1323	36.25	96.25
1324	36.25	98.75
1325	36.25	101.25
1326	36.25	103.75
1327	36.25	106.25
1328	36.25	108.75
1329	36.25	111.25
1330	36.25	113.75
1331	36.25	116.25
1332	36.25	118.75
1333	36.25	128.75
1334	36.25	138.75
1335	36.25	141.25
1336	33.75	-116.25
1337	33.75	-113.75
1338	33.75	-111.25
1339	33.75	-108.75
1340	33.75	-106.25
1341	33.75	-103.75
1342	33.75	-101.25
1343	33.75	-98.75
1344	33.75	-96.25
1345	33.75	-93.75
1346	33.75	-91.25
1347	33.75	-88.75
1348	33.75	-86.25
1349	33.75	-83.75
1350	33.75	-81.25
1351	33.75	-78.75
1352	33.75	-6.25
1353	33.75	-3.75
1354	33.75	-1.25
1355	33.75	1.25
1356	33.75	3.75
1357	33.75	6.25
1358	33.75	8.75
1359	33.75	11.25
1360	33.75	36.25
1361	33.75	38.75
1362	33.75	41.25
1363	33.75	43.75
1364	33.75	46.25
1365	33.75	48.75
1366	33.75	51.25
1367	33.75	53.75
1368	33.75	56.25
1369	33.75	58.75
1370	33.75	61.25
1371	33.75	63.75
1372	33.75	66.25
1373	33.75	68.75
1374	33.75	71.25
1375	33.75	73.75
1376	33.75	76.25
1377	33.75	78.75
1378	33.75	81.25
1379	33.75	83.75
1380	33.75	86.25
1381	33.75	88.75
1382	33.75	91.25
1383	33.75	93.75
1384	33.75	96.25
1385	33.75	98.75
1386	33.75	101.25
1387	33.75	103.75
1388	33.75	106.25
1389	33.75	108.75
1390	33.75	111.25
1391	33.75	113.75
1392	33.75	116.25
1393	33.75	118.75
1394	33.75	131.25
1395	33.75	133.75
1396	33.75	136.25
1397	31.25	-116.25
1398	31.25	-113.75
1399	31.25	-111.25
1400	31.25	-108.75
1401	31.25	-106.25
1402	31.25	-103.75
1403	31.25	-101.25
1404	31.25	-98.75
1405	31.25	-96.25
1406	31.25	-93.75
1407	31.25	-91.25
1408	31.25	-88.75
1409	31.25	-86.25
1410	31.25	-83.75
1411	31.25	-8.75
1412	31.25	-6.25
1413	31.25	-3.75
1414	31.25	-1.25
1415	31.25	1.25
1416	31.25	3.75
1417	31.25	6.25
1418	31.25	8.75
1419	31.25	11.25
1420	31.25	13.75
1421	31.25	16.25
1422	31.25	21.25
1423	31.25	23.75
1424	31.25	26.25
1425	31.25	28.75
1426	31.25	31.25
1427	31.25	33.75
1428	31.25	36.25
1429	31.25	38.75
1430	31.25	41.25
1431	31.25	43.75
1432	31.25	46.25
1433	31.25	48.75
1434	31.25	51.25
1435	31.25	53.75
1436	31.25	56.25
1437	31.25	58.75
1438	31.25	61.25
1439	31.25	63.75
1440	31.25	66.25
1441	31.25	68.75
1442	31.25	71.25
1443	31.25	73.75
1444	31.25	76.25
1445	31.25	78.75
1446	31.25	81.25
1447	31.25	83.75
1448	31.25	86.25
1449	31.25	88.75
1450	31.25	91.25
1451	31.25	93.75
1452	31.25	96.25
1453	31.25	98.75
1454	31.25	101.25
1455	31.25	103.75
1456	31.25	106.25
1457	31.25	108.75
1458	31.25	111.25
1459	31.25	113.75
1460	31.25	116.25
1461	31.25	118.75
1462	31.25	121.25
1463	28.75	-113.75
1464	28.75	-111.25
1465	28.75	-108.75
1466	28.75	-106.25
1467	28.75	-103.75
1468	28.75	-101.25
1469	28.75	-98.75
1470	28.75	-96.25
1471	28.75	-8.75
1472	28.75	-6.25
1473	28.75	-3.75
1474	28.75	-1.25
1475	28.75	1.25
1476	28.75	3.75
1477	28.75	6.25
1478	28.75	8.75
1479	28.75	11.25
1480	28.75	13.75
1481	28.75	16.25
1482	28.75	18.75
1483	28.75	21.25
1484	28.75	23.75
1485	28.75	26.25
1486	28.75	28.75
1487	28.75	31.25
1488	28.75	33.75
1489	28.75	36.25
1490	28.75	38.75
1491	28.75	41.25
1492	28.75	43.75
1493	28.75	46.25
1494	28.75	51.25
1495	28.75	53.75
1496	28.75	56.25
1497	28.75	58.75
1498	28.75	61.25
1499	28.75	63.75
1500	28.75	66.25
1501	28.75	68.75
1502	28.75	71.25
1503	28.75	73.75
1504	28.75	76.25
1505	28.75	78.75
1506	28.75	81.25
1507	28.75	83.75
1508	28.75	86.25
1509	28.75	88.75
1510	28.75	91.25
1511	28.75	93.75
1512	28.75	96.25
1513	28.75	98.75
1514	28.75	101.25
1515	28.75	103.75
1516	28.75	106.25
1517	28.75	108.75
1518	28.75	111.25
1519	28.75	113.75
1520	28.75	116.25
1521	28.75	118.75
1522	28.75	121.25
1523	26.25	-106.25
1524	26.25	-103.75
1525	26.25	-101.25
1526	26.25	-98.75
1527	26.25	-13.75
1528	26.25	-11.25
1529	26.25	-8.75
1530	26.25	-6.25
1531	26.25	-3.75
1532	26.25	-1.25
1533	26.25	1.25
1534	26.25	3.75
1535	26.25	6.25
1536	26.25	8.75
1537	26.25	11.25
1538	26.25	13.75
1539	26.25	16.25
1540	26.25	18.75
1541	26.25	21.25
1542	26.25	23.75
1543	26.25	26.25
1544	26.25	28.75
1545	26.25	31.25
1546	26.25	33.75
1547	26.25	38.75
1548	26.25	41.25
1549	26.25	43.75
1550	26.25	46.25
1551	26.25	48.75
1552	26.25	58.75
1553	26.25	61.25
1554	26.25	63.75
1555	26.25	66.25
1556	26.25	68.75
1557	26.25	71.25
1558	26.25	73.75
1559	26.25	76.25
1560	26.25	78.75
1561	26.25	81.25
1562	26.25	83.75
1563	26.25	86.25
1564	26.25	88.75
1565	26.25	91.25
1566	26.25	93.75
1567	26.25	96.25
1568	26.25	98.75
1569	26.25	101.25
1570	26.25	103.75
1571	26.25	106.25
1572	26.25	108.75
1573	26.25	111.25
1574	26.25	113.75
1575	26.25	116.25
1576	23.75	-106.25
1577	23.75	-103.75
1578	23.75	-101.25
1579	23.75	-98.75
1580	23.75	-13.75
1581	23.75	-11.25
1582	23.75	-8.75
1583	23.75	-6.25
1584	23.75	-3.75
1585	23.75	-1.25
1586	23.75	1.25
1587	23.75	3.75
1588	23.75	6.25
1589	23.75	8.75
1590	23.75	11.25
1591	23.75	13.75
1592	23.75	16.25
1593	23.75	18.75
1594	23.75	21.25
1595	23.75	23.75
1596	23.75	26.25
1597	23.75	28.75
1598	23.75	31.25
1599	23.75	33.75
1600	23.75	38.75
1601	23.75	41.25
1602	23.75	43.75
1603	23.75	46.25
1604	23.75	48.75
1605	23.75	51.25
1606	23.75	53.75
1607	23.75	56.25
1608	23.75	68.75
1609	23.75	71.25
1610	23.75	73.75
1611	23.75	76.25
1612	23.75	78.75
1613	23.75	81.25
1614	23.75	83.75
1615	23.75	86.25
1616	23.75	88.75
1617	23.75	91.25
1618	23.75	93.75
1619	23.75	96.25
1620	23.75	98.75
1621	23.75	101.25
1622	23.75	103.75
1623	23.75	106.25
1624	23.75	108.75
1625	23.75	111.25
1626	23.75	113.75
1627	23.75	116.25
1628	21.25	-103.75
1629	21.25	-101.25
1630	21.25	-98.75
1631	21.25	-88.75
1632	21.25	-16.25
1633	21.25	-13.75
1634	21.25	-11.25
1635	21.25	-8.75
1636	21.25	-6.25
1637	21.25	-3.75
1638	21.25	-1.25
1639	21.25	1.25
1640	21.25	3.75
1641	21.25	6.25
1642	21.25	8.75
1643	21.25	11.25
1644	21.25	13.75
1645	21.25	16.25
1646	21.25	18.75
1647	21.25	21.25
1648	21.25	23.75
1649	21.25	26.25
1650	21.25	28.75
1651	21.25	31.25
1652	21.25	33.75
1653	21.25	36.25
1654	21.25	41.25
1655	21.25	43.75
1656	21.25	46.25
1657	21.25	48.75
1658	21.25	51.25
1659	21.25	53.75
1660	21.25	56.25
1661	21.25	71.25
1662	21.25	73.75
1663	21.25	76.25
1664	21.25	78.75
1665	21.25	81.25
1666	21.25	83.75
1667	21.25	86.25
1668	21.25	93.75
1669	21.25	96.25
1670	21.25	98.75
1671	21.25	101.25
1672	21.25	103.75
1673	21.25	106.25
1674	18.75	-103.75
1675	18.75	-101.25
1676	18.75	-98.75
1677	18.75	-96.25
1678	18.75	-88.75
1679	18.75	-16.25
1680	18.75	-13.75
1681	18.75	-11.25
1682	18.75	-8.75
1683	18.75	-6.25
1684	18.75	-3.75
1685	18.75	-1.25
1686	18.75	1.25
1687	18.75	3.75
1688	18.75	6.25
1689	18.75	8.75
1690	18.75	11.25
1691	18.75	13.75
1692	18.75	16.25
1693	18.75	18.75
1694	18.75	21.25
1695	18.75	23.75
1696	18.75	26.25
1697	18.75	28.75
1698	18.75	31.25
1699	18.75	33.75
1700	18.75	36.25
1701	18.75	41.25
1702	18.75	43.75
1703	18.75	46.25
1704	18.75	48.75
1705	18.75	51.25
1706	18.75	53.75
1707	18.75	56.25
1708	18.75	73.75
1709	18.75	76.25
1710	18.75	78.75
1711	18.75	81.25
1712	18.75	83.75
1713	18.75	93.75
1714	18.75	96.25
1715	18.75	98.75
1716	18.75	101.25
1717	18.75	103.75
1718	18.75	106.25
1719	16.25	-96.25
1720	16.25	-93.75
1721	16.25	-91.25
1722	16.25	-88.75
1723	16.25	-86.25
1724	16.25	-16.25
1725	16.25	-13.75
1726	16.25	-11.25
1727	16.25	-8.75
1728	16.25	-6.25
1729	16.25	-3.75
1730	16.25	-1.25
1731	16.25	1.25
1732	16.25	3.75
1733	16.25	6.25
1734	16.25	8.75
1735	16.25	11.25
1736	16.25	13.75
1737	16.25	16.25
1738	16.25	18.75
1739	16.25	21.25
1740	16.25	23.75
1741	16.25	26.25
1742	16.25	28.75
1743	16.25	31.25
1744	16.25	33.75
1745	16.25	36.25
1746	16.25	43.75
1747	16.25	46.25
1748	16.25	48.75
1749	16.25	51.25
1750	16.25	73.75
1751	16.25	76.25
1752	16.25	78.75
1753	16.25	96.25
1754	16.25	98.75
1755	16.25	101.25
1756	16.25	103.75
1757	16.25	106.25
1758	16.25	121.25
1759	13.75	-91.25
1760	13.75	-88.75
1761	13.75	-86.25
1762	13.75	-83.75
1763	13.75	-16.25
1764	13.75	-13.75
1765	13.75	-11.25
1766	13.75	-8.75
1767	13.75	-6.25
1768	13.75	-3.75
1769	13.75	-1.25
1770	13.75	1.25
1771	13.75	3.75
1772	13.75	6.25
1773	13.75	8.75
1774	13.75	11.25
1775	13.75	13.75
1776	13.75	16.25
1777	13.75	18.75
1778	13.75	21.25
1779	13.75	23.75
1780	13.75	26.25
1781	13.75	28.75
1782	13.75	31.25
1783	13.75	33.75
1784	13.75	36.25
1785	13.75	38.75
1786	13.75	43.75
1787	13.75	46.25
1788	13.75	76.25
1789	13.75	78.75
1790	13.75	98.75
1791	13.75	101.25
1792	13.75	103.75
1793	13.75	106.25
1794	13.75	108.75
1795	11.25	-86.25
1796	11.25	-83.75
1797	11.25	-73.75
1798	11.25	-71.25
1799	11.25	-68.75
1800	11.25	-13.75
1801	11.25	-11.25
1802	11.25	-8.75
1803	11.25	-6.25
1804	11.25	-3.75
1805	11.25	-1.25
1806	11.25	1.25
1807	11.25	3.75
1808	11.25	6.25
1809	11.25	8.75
1810	11.25	11.25
1811	11.25	13.75
1812	11.25	16.25
1813	11.25	18.75
1814	11.25	21.25
1815	11.25	23.75
1816	11.25	26.25
1817	11.25	28.75
1818	11.25	31.25
1819	11.25	33.75
1820	11.25	36.25
1821	11.25	38.75
1822	11.25	41.25
1823	11.25	48.75
1824	11.25	51.25
1825	11.25	76.25
1826	11.25	78.75
1827	11.25	103.75
1828	11.25	106.25
1829	8.75	-73.75
1830	8.75	-71.25
1831	8.75	-68.75
1832	8.75	-66.25
1833	8.75	-63.75
1834	8.75	-11.25
1835	8.75	-8.75
1836	8.75	-6.25
1837	8.75	-3.75
1838	8.75	-1.25
1839	8.75	1.25
1840	8.75	3.75
1841	8.75	6.25
1842	8.75	8.75
1843	8.75	11.25
1844	8.75	13.75
1845	8.75	16.25
1846	8.75	18.75
1847	8.75	21.25
1848	8.75	23.75
1849	8.75	26.25
1850	8.75	28.75
1851	8.75	31.25
1852	8.75	33.75
1853	8.75	36.25
1854	8.75	38.75
1855	8.75	41.25
1856	8.75	43.75
1857	8.75	46.25
1858	8.75	48.75
1859	8.75	78.75
1860	6.25	-76.25
1861	6.25	-73.75
1862	6.25	-71.25
1863	6.25	-68.75
1864	6.25	-66.25
1865	6.25	-63.75
1866	6.25	-61.25
1867	6.25	-58.75
1868	6.25	-56.25
1869	6.25	-8.75
1870	6.25	-6.25
1871	6.25	-3.75
1872	6.25	-1.25
1873	6.25	1.25
1874	6.25	6.25
1875	6.25	8.75
1876	6.25	11.25
1877	6.25	13.75
1878	6.25	16.25
1879	6.25	18.75
1880	6.25	21.25
1881	6.25	23.75
1882	6.25	26.25
1883	6.25	28.75
1884	6.25	31.25
1885	6.25	33.75
1886	6.25	36.25
1887	6.25	38.75
1888	6.25	41.25
1889	6.25	43.75
1890	6.25	46.25
1891	6.25	101.25
1892	3.75	-76.25
1893	3.75	-73.75
1894	3.75	-71.25
1895	3.75	-68.75
1896	3.75	-66.25
1897	3.75	-63.75
1898	3.75	-61.25
1899	3.75	-58.75
1900	3.75	-56.25
1901	3.75	-53.75
1902	3.75	11.25
1903	3.75	13.75
1904	3.75	16.25
1905	3.75	18.75
1906	3.75	21.25
1907	3.75	23.75
1908	3.75	26.25
1909	3.75	28.75
1910	3.75	31.25
1911	3.75	33.75
1912	3.75	36.25
1913	3.75	38.75
1914	3.75	41.25
1915	3.75	43.75
1916	3.75	46.25
1917	3.75	101.25
1918	3.75	116.25
1919	1.25	-78.75
1920	1.25	-76.25
1921	1.25	-73.75
1922	1.25	-71.25
1923	1.25	-68.75
1924	1.25	-66.25
1925	1.25	-63.75
1926	1.25	-61.25
1927	1.25	-58.75
1928	1.25	-56.25
1929	1.25	-53.75
1930	1.25	-51.25
1931	1.25	11.25
1932	1.25	13.75
1933	1.25	16.25
1934	1.25	18.75
1935	1.25	21.25
1936	1.25	23.75
1937	1.25	26.25
1938	1.25	28.75
1939	1.25	31.25
1940	1.25	33.75
1941	1.25	36.25
1942	1.25	38.75
1943	1.25	41.25
1944	1.25	101.25
1945	1.25	111.25
1946	1.25	113.75
1947	1.25	116.25
1948	-1.25	-78.75
1949	-1.25	-76.25
1950	-1.25	-73.75
1951	-1.25	-71.25
1952	-1.25	-68.75
1953	-1.25	-66.25
1954	-1.25	-63.75
1955	-1.25	-61.25
1956	-1.25	-58.75
1957	-1.25	-56.25
1958	-1.25	-53.75
1959	-1.25	-51.25
1960	-1.25	-48.75
1961	-1.25	11.25
1962	-1.25	13.75
1963	-1.25	16.25
1964	-1.25	18.75
1965	-1.25	21.25
1966	-1.25	23.75
1967	-1.25	26.25
1968	-1.25	28.75
1969	-1.25	31.25
1970	-1.25	33.75
1971	-1.25	36.25
1972	-1.25	38.75
1973	-1.25	41.25
1974	-1.25	101.25
1975	-1.25	103.75
1976	-1.25	111.25
1977	-1.25	113.75
1978	-1.25	116.25
1979	-1.25	133.75
1980	-3.75	-78.75
1981	-3.75	-76.25
1982	-3.75	-73.75
1983	-3.75	-71.25
1984	-3.75	-68.75
1985	-3.75	-66.25
1986	-3.75	-63.75
1987	-3.75	-61.25
1988	-3.75	-58.75
1989	-3.75	-56.25
1990	-3.75	-53.75
1991	-3.75	-51.25
1992	-3.75	-48.75
1993	-3.75	-46.25
1994	-3.75	-43.75
1995	-3.75	-41.25
1996	-3.75	-38.75
1997	-3.75	11.25
1998	-3.75	13.75
1999	-3.75	16.25
2000	-3.75	18.75
2001	-3.75	21.25
2002	-3.75	23.75
2003	-3.75	26.25
2004	-3.75	28.75
2005	-3.75	31.25
2006	-3.75	33.75
2007	-3.75	36.25
2008	-3.75	38.75
2009	-3.75	103.75
2010	-3.75	106.25
2011	-3.75	116.25
2012	-3.75	121.25
2013	-3.75	136.25
2014	-3.75	138.75
2015	-3.75	141.25
2016	-3.75	143.75
2017	-6.25	-78.75
2018	-6.25	-76.25
2019	-6.25	-73.75
2020	-6.25	-71.25
2021	-6.25	-68.75
2022	-6.25	-66.25
2023	-6.25	-63.75
2024	-6.25	-61.25
2025	-6.25	-58.75
2026	-6.25	-56.25
2027	-6.25	-53.75
2028	-6.25	-51.25
2029	-6.25	-48.75
2030	-6.25	-46.25
2031	-6.25	-43.75
2032	-6.25	-41.25
2033	-6.25	-38.75
2034	-6.25	-36.25
2035	-6.25	13.75
2036	-6.25	16.25
2037	-6.25	18.75
2038	-6.25	21.25
2039	-6.25	23.75
2040	-6.25	26.25
2041	-6.25	28.75
2042	-6.25	31.25
2043	-6.25	33.75
2044	-6.25	36.25
2045	-6.25	138.75
2046	-6.25	141.25
2047	-6.25	143.75
2048	-6.25	146.25
2049	-8.75	-76.25
2050	-8.75	-73.75
2051	-8.75	-71.25
2052	-8.75	-68.75
2053	-8.75	-66.25
2054	-8.75	-63.75
2055	-8.75	-61.25
2056	-8.75	-58.75
2057	-8.75	-56.25
2058	-8.75	-53.75
2059	-8.75	-51.25
2060	-8.75	-48.75
2061	-8.75	-46.25
2062	-8.75	-43.75
2063	-8.75	-41.25
2064	-8.75	-38.75
2065	-8.75	-36.25
2066	-8.75	13.75
2067	-8.75	16.25
2068	-8.75	18.75
2069	-8.75	21.25
2070	-8.75	23.75
2071	-8.75	26.25
2072	-8.75	28.75
2073	-8.75	31.25
2074	-8.75	33.75
2075	-8.75	36.25
2076	-8.75	38.75
2077	-8.75	148.75
2078	-11.25	-76.25
2079	-11.25	-73.75
2080	-11.25	-71.25
2081	-11.25	-68.75
2082	-11.25	-66.25
2083	-11.25	-63.75
2084	-11.25	-61.25
2085	-11.25	-58.75
2086	-11.25	-56.25
2087	-11.25	-53.75
2088	-11.25	-51.25
2089	-11.25	-48.75
2090	-11.25	-46.25
2091	-11.25	-43.75
2092	-11.25	-41.25
2093	-11.25	-38.75
2094	-11.25	16.25
2095	-11.25	18.75
2096	-11.25	21.25
2097	-11.25	23.75
2098	-11.25	26.25
2099	-11.25	28.75
2100	-11.25	31.25
2101	-11.25	33.75
2102	-11.25	36.25
2103	-11.25	38.75
2104	-11.25	41.25
2105	-13.75	-73.75
2106	-13.75	-71.25
2107	-13.75	-68.75
2108	-13.75	-66.25
2109	-13.75	-63.75
2110	-13.75	-61.25
2111	-13.75	-58.75
2112	-13.75	-56.25
2113	-13.75	-53.75
2114	-13.75	-51.25
2115	-13.75	-48.75
2116	-13.75	-46.25
2117	-13.75	-43.75
2118	-13.75	-41.25
2119	-13.75	-38.75
2120	-13.75	13.75
2121	-13.75	16.25
2122	-13.75	18.75
2123	-13.75	21.25
2124	-13.75	23.75
2125	-13.75	26.25
2126	-13.75	28.75
2127	-13.75	31.25
2128	-13.75	33.75
2129	-13.75	36.25
2130	-13.75	38.75
2131	-13.75	41.25
2132	-13.75	48.75
2133	-13.75	131.25
2134	-13.75	133.75
2135	-13.75	136.25
2136	-16.25	-71.25
2137	-16.25	-68.75
2138	-16.25	-66.25
2139	-16.25	-63.75
2140	-16.25	-61.25
2141	-16.25	-58.75
2142	-16.25	-56.25
2143	-16.25	-53.75
2144	-16.25	-51.25
2145	-16.25	-48.75
2146	-16.25	-46.25
2147	-16.25	-43.75
2148	-16.25	-41.25
2149	-16.25	-38.75
2150	-16.25	13.75
2151	-16.25	16.25
2152	-16.25	18.75
2153	-16.25	21.25
2154	-16.25	23.75
2155	-16.25	26.25
2156	-16.25	28.75
2157	-16.25	31.25
2158	-16.25	33.75
2159	-16.25	36.25
2160	-16.25	38.75
2161	-16.25	46.25
2162	-16.25	48.75
2163	-16.25	126.25
2164	-16.25	128.75
2165	-16.25	131.25
2166	-16.25	133.75
2167	-16.25	136.25
2168	-16.25	143.75
2169	-18.75	-68.75
2170	-18.75	-66.25
2171	-18.75	-63.75
2172	-18.75	-61.25
2173	-18.75	-58.75
2174	-18.75	-56.25
2175	-18.75	-53.75
2176	-18.75	-51.25
2177	-18.75	-48.75
2178	-18.75	-46.25
2179	-18.75	-43.75
2180	-18.75	-41.25
2181	-18.75	13.75
2182	-18.75	16.25
2183	-18.75	18.75
2184	-18.75	21.25
2185	-18.75	23.75
2186	-18.75	26.25
2187	-18.75	28.75
2188	-18.75	31.25
2189	-18.75	33.75
2190	-18.75	46.25
2191	-18.75	123.75
2192	-18.75	126.25
2193	-18.75	128.75
2194	-18.75	131.25
2195	-18.75	133.75
2196	-18.75	136.25
2197	-18.75	138.75
2198	-18.75	141.25
2199	-18.75	143.75
2200	-18.75	146.25
2201	-21.25	-68.75
2202	-21.25	-66.25
2203	-21.25	-63.75
2204	-21.25	-61.25
2205	-21.25	-58.75
2206	-21.25	-56.25
2207	-21.25	-53.75
2208	-21.25	-51.25
2209	-21.25	-48.75
2210	-21.25	-46.25
2211	-21.25	-43.75
2212	-21.25	16.25
2213	-21.25	18.75
2214	-21.25	21.25
2215	-21.25	23.75
2216	-21.25	26.25
2217	-21.25	28.75
2218	-21.25	31.25
2219	-21.25	33.75
2220	-21.25	46.25
2221	-21.25	118.75
2222	-21.25	121.25
2223	-21.25	123.75
2224	-21.25	126.25
2225	-21.25	128.75
2226	-21.25	131.25
2227	-21.25	133.75
2228	-21.25	136.25
2229	-21.25	138.75
2230	-21.25	141.25
2231	-21.25	143.75
2232	-21.25	146.25
2233	-21.25	148.75
2234	-23.75	-68.75
2235	-23.75	-66.25
2236	-23.75	-63.75
2237	-23.75	-61.25
2238	-23.75	-58.75
2239	-23.75	-56.25
2240	-23.75	-53.75
2241	-23.75	-51.25
2242	-23.75	-48.75
2243	-23.75	16.25
2244	-23.75	18.75
2245	-23.75	21.25
2246	-23.75	23.75
2247	-23.75	26.25
2248	-23.75	28.75
2249	-23.75	31.25
2250	-23.75	33.75
2251	-23.75	43.75
2252	-23.75	46.25
2253	-23.75	116.25
2254	-23.75	118.75
2255	-23.75	121.25
2256	-23.75	123.75
2257	-23.75	126.25
2258	-23.75	128.75
2259	-23.75	131.25
2260	-23.75	133.75
2261	-23.75	136.25
2262	-23.75	138.75
2263	-23.75	141.25
2264	-23.75	143.75
2265	-23.75	146.25
2266	-23.75	148.75
2267	-23.75	151.25
2268	-26.25	-68.75
2269	-26.25	-66.25
2270	-26.25	-63.75
2271	-26.25	-61.25
2272	-26.25	-58.75
2273	-26.25	-56.25
2274	-26.25	-53.75
2275	-26.25	-51.25
2276	-26.25	-48.75
2277	-26.25	16.25
2278	-26.25	18.75
2279	-26.25	21.25
2280	-26.25	23.75
2281	-26.25	26.25
2282	-26.25	28.75
2283	-26.25	31.25
2284	-26.25	116.25
2285	-26.25	118.75
2286	-26.25	121.25
2287	-26.25	123.75
2288	-26.25	126.25
2289	-26.25	128.75
2290	-26.25	131.25
2291	-26.25	133.75
2292	-26.25	136.25
2293	-26.25	138.75
2294	-26.25	141.25
2295	-26.25	143.75
2296	-26.25	146.25
2297	-26.25	148.75
2298	-26.25	151.25
2299	-28.75	-71.25
2300	-28.75	-68.75
2301	-28.75	-66.25
2302	-28.75	-63.75
2303	-28.75	-61.25
2304	-28.75	-58.75
2305	-28.75	-56.25
2306	-28.75	-53.75
2307	-28.75	-51.25
2308	-28.75	-48.75
2309	-28.75	18.75
2310	-28.75	21.25
2311	-28.75	23.75
2312	-28.75	26.25
2313	-28.75	28.75
2314	-28.75	31.25
2315	-28.75	116.25
2316	-28.75	118.75
2317	-28.75	121.25
2318	-28.75	123.75
2319	-28.75	126.25
2320	-28.75	128.75
2321	-28.75	131.25
2322	-28.75	133.75
2323	-28.75	136.25
2324	-28.75	138.75
2325	-28.75	141.25
2326	-28.75	143.75
2327	-28.75	146.25
2328	-28.75	148.75
2329	-28.75	151.25
2330	-31.25	-71.25
2331	-31.25	-68.75
2332	-31.25	-66.25
2333	-31.25	-63.75
2334	-31.25	-61.25
2335	-31.25	-58.75
2336	-31.25	-56.25
2337	-31.25	-53.75
2338	-31.25	18.75
2339	-31.25	21.25
2340	-31.25	23.75
2341	-31.25	26.25
2342	-31.25	28.75
2343	-31.25	116.25
2344	-31.25	118.75
2345	-31.25	121.25
2346	-31.25	123.75
2347	-31.25	126.25
2348	-31.25	128.75
2349	-31.25	131.25
2350	-31.25	133.75
2351	-31.25	136.25
2352	-31.25	138.75
2353	-31.25	141.25
2354	-31.25	143.75
2355	-31.25	146.25
2356	-31.25	148.75
2357	-31.25	151.25
2358	-33.75	-71.25
2359	-33.75	-68.75
2360	-33.75	-66.25
2361	-33.75	-63.75
2362	-33.75	-61.25
2363	-33.75	-58.75
2364	-33.75	-56.25
2365	-33.75	-53.75
2366	-33.75	18.75
2367	-33.75	21.25
2368	-33.75	23.75
2369	-33.75	26.25
2370	-33.75	116.25
2371	-33.75	118.75
2372	-33.75	121.25
2373	-33.75	123.75
2374	-33.75	136.25
2375	-33.75	138.75
2376	-33.75	141.25
2377	-33.75	143.75
2378	-33.75	146.25
2379	-33.75	148.75
2380	-33.75	151.25
2381	-36.25	-71.25
2382	-36.25	-68.75
2383	-36.25	-66.25
2384	-36.25	-63.75
2385	-36.25	-61.25
2386	-36.25	-58.75
2387	-36.25	138.75
2388	-36.25	141.25
2389	-36.25	143.75
2390	-36.25	146.25
2391	-36.25	148.75
2392	-38.75	-71.25
2393	-38.75	-68.75
2394	-38.75	-66.25
2395	-38.75	-63.75
2396	-38.75	176.25
2397	-41.25	-71.25
2398	-41.25	-68.75
2399	-41.25	-66.25
2400	-41.25	-63.75
2401	-41.25	176.25
2402	-43.75	-71.25
2403	-43.75	-68.75
2404	-43.75	-66.25
2405	-43.75	171.25
2406	-46.25	-73.75
2407	-46.25	-71.25
2408	-46.25	-68.75
2409	-46.25	168.75
2410	-48.75	-73.75
2411	-48.75	-71.25
2412	-48.75	-68.75
2413	-51.25	-73.75
2414	-51.25	-71.25
2415	-53.75	-71.25
2416	-53.75	-68.75
